Heat_of_Formation_kJperMolH2,Entropy_of_Formation_JperMolH2perK,Material_Class_A2B,Material_Class_AB,Material_Class_AB2,Material_Class_AB2(C14),Material_Class_AB2(C15),Material_Class_AB5,Material_Class_MIC,Material_Class_Mg,Material_Class_SS
3.008430609597924,1.6886023287977046,False,False,False,False,False,False,False,True,False
3.9033722438391685,2.316937828996448,False,False,False,False,False,False,False,True,False
0.4345006485084302,0.23209901142865752,False,False,False,False,False,True,False,False,False
-0.195201037613489,0.5076574710198987,False,False,False,False,True,False,False,False,False
0.2846952010376134,0.30065185545592216,False,False,False,False,False,True,False,False,False
-0.9474708171206224,-0.8314599554147287,False,False,False,False,True,False,False,False,False
1.1536964980544742,0.7058661875679847,False,False,False,True,False,False,False,False,False
0.0583657587548637,-0.18703990868644,False,False,False,True,False,False,False,False,False
0.057717250324254,-1.1590242261051513,False,False,False,False,False,False,False,False,True
0.1614785992217895,0.03872465382076911,False,False,False,True,False,False,False,False,False
-0.27950713359273677,-0.41328790708766977,False,False,False,False,True,False,False,False,False
-0.10901426718547344,-0.47081677847601644,False,False,False,False,True,False,False,False,False
0.8035019455252916,-0.19332457530869684,False,False,False,True,False,False,False,False,False
0.5246433203631643,-0.31901790775382405,False,False,False,True,False,False,False,False,False
0.6718547341115432,0.6546219828018941,False,False,False,True,False,False,False,False,False
-0.35732814526588846,0.06773080746195279,False,False,False,True,False,False,False,False,False
-0.5538261997405967,-0.5278622139703438,False,False,False,True,False,False,False,False,False
-0.44163424124513617,-1.2938930903850667,False,False,True,False,False,False,False,False,False
-0.26653696498054485,-0.22083739319386664,False,False,False,False,False,True,False,False,False
0.5959792477302202,0.6294143938124623,False,False,False,False,False,True,False,False,False
0.0006485084306094687,-0.5476830856251522,False,False,False,True,False,False,False,False,False
1.3093385214007776,0.6962808976866343,False,True,False,False,False,False,False,False,False
0.08365758754863804,0.39646721539536295,False,False,False,True,False,False,False,False,False
-0.1627756160830091,0.494768115447955,False,False,False,False,False,True,False,False,False
-0.25356679636835294,0.2272646524884606,False,False,False,True,False,False,False,False,False
1.2684824902723728,1.261334029796643,False,False,False,True,False,False,False,False,False
-0.3942931258106355,0.5893581371092314,False,False,False,False,True,False,False,False,False
0.20687418936446153,-0.6428439707284537,False,False,True,False,False,False,False,False,False
-0.20752269779507146,0.09093573037489959,False,False,False,True,False,False,False,False,False
0.8359273670557715,1.6392237039744249,False,False,False,False,False,True,False,False,False
-0.512970168612192,0.01455285911978306,False,False,False,True,False,False,False,False,False
-0.001297016861219398,-0.17495401133594696,False,False,False,True,False,False,False,False,False
-0.28599221789883283,0.23693337036885515,False,False,False,True,False,False,False,False,False
0.020103761348897447,-0.8827041601808185,False,False,False,True,False,False,False,False,False
0.2717250324254213,-0.9922355843385742,False,False,False,False,False,True,False,False,False
2.0745784695201026,-0.9571532878598559,False,False,False,False,False,False,False,False,True
1.1212710765239944,0.6865287518071955,False,False,False,False,False,False,False,False,True
0.621919584954604,-0.2029932931890914,False,False,False,True,False,False,False,False,False
-0.052529182879377564,0.7097941526727157,False,False,False,False,False,True,False,False,False
2.2496757457846943,0.7060255169930354,True,False,False,False,False,False,False,False,False
-0.31193255512321666,-1.1988712348697164,False,False,False,True,False,False,False,False,False
-0.0019455252918288669,-0.7130181613798969,False,False,False,True,False,False,False,False,False
-0.3501945525291829,-0.14304724233064556,False,False,False,True,False,False,False,False,False
0.4922178988326844,-1.4672937313374825,False,False,True,False,False,False,False,False,False
-0.5843060959792477,-0.13531226802633017,False,False,False,True,False,False,False,False,False
-0.44163424124513617,0.05806208958155823,False,False,False,False,False,False,False,False,True
-0.18806744487678348,-0.17108652418378928,False,False,False,True,False,False,False,False,False
0.6608300907911799,0.5868539543623834,False,False,True,False,False,False,False,False,False
0.37548638132295703,0.350662127596413,False,True,False,False,False,False,False,False,False
0.19390402075226937,-0.1964977884142171,False,False,False,False,False,True,False,False,False
-0.1238651102464334,-0.03724090660467766,False,False,True,False,False,False,False,False,False
-0.033073929961089585,0.05506681756756141,False,True,False,False,False,False,False,False,False
-1.4922178988326844,-3.625719422848716,False,False,False,True,False,False,False,False,False
0.14202334630350175,-0.1528148826198886,False,False,False,False,False,True,False,False,False
-0.3767833981841764,-1.488932771281549,False,False,False,True,False,False,False,False,False
0.19584954604409824,-0.16915278060771077,False,False,False,False,False,True,False,False,False
0.5376134889753564,-0.4648941925365361,False,False,False,False,False,False,True,False,False
-0.6815823605706873,0.3722954206943769,False,False,False,True,False,False,False,False,False
-0.8177691309987029,0.44481080479733504,False,False,False,False,True,False,False,False,False
0.005836575875486139,0.11607439686392489,False,False,False,True,False,False,False,False,False
-1.057717250324254,-2.639510199048485,False,False,False,True,False,False,False,False,False
0.01232166018158221,-0.4038722235239312,False,False,True,False,False,False,False,False,False
1.0823605706874184,0.4773773218747363,False,False,True,False,False,False,False,False,False
0.23216601815823587,0.1890732168609023,False,False,False,True,False,False,False,False,False
-0.6297016861219195,-0.3269441670801854,False,False,True,False,False,False,False,False,False
-0.7204928664072633,0.15474926838550243,False,False,False,False,True,False,False,False,False
-0.7360570687418935,-1.43575482293938,False,False,False,True,False,False,False,False,False
-0.06549935149156946,-1.4004949756713716,False,False,True,False,False,False,False,False,False
-1.4403372243839165,-2.926564027183531,False,True,False,False,False,False,False,False,False
-0.487029831387808,-0.2562174284411275,False,False,False,False,False,True,False,False,False
3.0149156939040194,0.45489478451256754,False,True,False,False,False,False,False,False,False
-0.26718547341115434,-0.20009267782497295,False,False,False,True,False,False,False,False,False
0.038261997405966024,-0.2996804719930356,False,False,False,False,False,True,False,False,False
0.4338521400778207,0.4283093971845279,False,False,False,False,False,True,False,False,False
0.5311284046692604,0.8820724521388604,False,False,False,False,False,True,False,False,False
-0.05901426718547363,0.2014233211797974,False,False,True,False,False,False,False,False,False
0.23281452658884533,0.3349388610351083,False,False,False,False,False,False,True,False,False
0.6478599221789878,0.09584237625937014,False,False,False,False,False,False,True,False,False
0.25226977950713353,0.3037552545168119,False,False,False,False,False,True,False,False,False
0.3190661478599217,-0.13434539623829092,False,False,False,True,False,False,False,False,False
-0.2062256809338523,0.4525457791016504,False,False,False,True,False,False,False,False,False
-0.5045395590142671,0.028089064152335304,False,False,False,False,True,False,False,False,False
2.5415045395590132,1.0501387944646474,False,False,False,False,False,False,False,True,False
0.14202334630350175,-0.00488414123938919,False,False,False,False,False,True,False,False,False
0.5635538261997403,1.2305673063964413,False,False,False,False,False,True,False,False,False
-0.23411154345006496,0.3577923438737854,False,False,False,True,False,False,False,False,False
0.5959792477302202,1.2666518246308607,False,False,False,False,False,False,False,False,True
-0.6018158236057067,-3.2089976822037163,False,False,False,True,False,False,False,False,False
-0.8307392996108948,-2.6437452398846624,False,False,True,False,False,False,False,False,False
-0.060959792477302266,0.2499861395073874,False,False,False,True,False,False,False,False,False
-0.6621271076523993,-0.08696867862435807,False,False,False,True,False,False,False,False,False
6.497405966277559,2.0650511189153793,True,False,False,False,False,False,False,False,False
-1.4792477302204925,-3.6643942943702936,False,False,False,False,True,False,False,False,False
-0.23411154345006496,0.2997800365914187,False,False,False,True,False,False,False,False,False
-0.11738002594033733,-0.1990910145195274,False,False,True,False,False,False,False,False,False
0.6608300907911799,0.372501703726489,False,False,False,False,False,True,False,False,False
1.8929961089494156,0.8385971161998925,False,True,False,False,False,False,False,False,False
0.4597924773022045,-0.16431842166751318,False,False,False,True,False,False,False,False,False
-0.4546044098573281,0.3432892670531939,False,False,False,True,False,False,False,False,False
-0.28599221789883283,-0.36349401000363846,False,False,False,True,False,False,False,False,False
0.16796368352788557,-0.5284538452943559,False,False,False,False,False,False,False,False,True
1.1861219195849542,-0.7187730193637102,False,False,True,False,False,False,False,False,False
0.5440985732814525,-0.20218044309271413,False,False,False,False,False,False,False,False,True
-0.5603112840466925,-0.2498865749090043,False,False,False,True,False,False,False,False,False
0.4922178988326844,-0.9100917204800185,False,False,False,False,False,False,False,False,True
-0.22114137483787305,-0.7225046793981262,False,False,False,False,False,True,False,False,False
0.12905317769130983,-0.004975594676325456,False,True,False,False,False,False,False,False,False
0.14202334630350175,0.7791729374857207,False,False,False,False,False,False,True,False,False
-0.2542153047989624,-0.04345944816258291,False,False,False,True,False,False,False,False,False
-0.487029831387808,0.05806208958155823,False,False,False,False,True,False,False,False,False
2.4766536964980537,1.09215567069289,False,False,False,False,False,False,False,True,False
-0.5324254215304798,-0.8022562384108889,False,False,False,False,False,True,False,False,False
-0.5914396887159532,0.20260942189345457,False,False,False,False,True,False,False,False,False
-1.323605706874189,-3.118111734128009,False,False,False,True,False,False,False,False,False
-0.24708171206225688,-1.488932771281549,False,False,False,True,False,False,False,False,False
-0.46757457846952,0.5898415730032514,False,False,False,False,True,False,False,False,False
0.19390402075226937,0.20309285778747452,False,False,False,True,False,False,False,False,False
-0.1238651102464334,0.31511356624021214,False,False,False,False,False,True,False,False,False
-0.09792477302204936,0.19342413990707996,False,False,False,True,False,False,False,False,False
-0.6608300907911802,-0.2846939592784241,False,False,False,True,False,False,False,False,False
-0.6491569390402074,0.8315595200131118,False,False,False,False,True,False,False,False,False
0.4273670557717246,0.08862359338689495,False,False,False,False,False,True,False,False,False
-0.30804150453955914,0.4220893177784082,False,False,False,False,True,False,False,False,False
0.05577172503242537,-0.2759921131860688,False,False,False,True,False,False,False,False,False
0.352788586251621,0.26738983169209735,False,False,False,False,True,False,False,False,False
1.6206225680933843,2.1851800232683307,False,False,False,True,False,False,False,False,False
1.0239948119325548,1.781880783523677,False,False,True,False,False,False,False,False,False
-0.18936446173800264,-0.3552755998053031,False,False,False,True,False,False,False,False,False
-0.2924773022049287,0.20792721672767148,False,False,False,True,False,False,False,False,False
0.15499351491569388,1.2460232692646052,False,False,False,False,False,True,False,False,False
-0.11089494163424127,-0.0676024270705202,False,True,False,False,False,False,False,False,False
2.2302204928664064,1.4239499086354706,False,False,False,False,False,False,True,False,False
0.14526588845654956,-0.0739159094858258,False,False,False,True,False,False,False,False,False
0.5635538261997403,1.137675118946801,False,False,False,False,False,True,False,False,False
2.794422827496757,1.7118072603964924,False,False,False,False,False,False,False,True,False
0.29118028534370904,0.1585955016137341,False,False,False,False,False,True,False,False,False
-0.32490272373540857,0.25143644718944663,False,False,False,False,True,False,False,False,False
-0.4688715953307394,-0.4833861117205294,False,False,False,True,False,False,False,False,False
-0.5713359273670557,-1.7789943076933816,False,False,False,True,False,False,False,False,False
0.2846952010376134,-0.5775247354866652,False,False,False,False,False,False,False,False,True
0.01232166018158221,-0.6323568405240003,False,False,False,False,False,False,True,False,False
-0.7269779507133591,-1.788663025573776,False,False,False,True,False,False,False,False,False
-0.6556420233463035,-0.05801630933382048,False,False,True,False,False,False,False,False,False
0.942931258106355,0.4520623432076311,False,False,False,True,False,False,False,False,False
0.14202334630350175,-1.4930076661406702,False,False,True,False,False,False,False,False,False
-0.007133592736705769,0.8041469664935603,False,False,False,False,False,False,False,False,True
0.40142671854734086,1.5709743547270714,False,False,True,False,False,False,False,False,False
0.020103761348897447,-0.4379431376826758,False,False,False,True,False,False,False,False,False
1.5233463035019448,-1.8560585065154327,False,False,False,False,False,False,True,False,False
0.920233463035019,1.9126465953990996,False,False,False,False,False,True,False,False,False
0.20687418936446153,0.17408670414629154,False,False,False,True,False,False,False,False,False
0.01232166018158221,0.43509854961700545,False,False,True,False,False,False,False,False,False
-0.6679636835278857,-1.4628272330044838,False,False,False,True,False,False,False,False,False
6.23800259403372,1.904628267321564,False,True,False,False,False,False,False,False,False
0.09662775616082996,-0.01058580736924224,False,False,False,False,True,False,False,False,False
-0.1822308690012971,-0.2467013640171769,False,False,True,False,False,False,False,False,False
-0.7918287937743188,-1.8475001132866773,False,False,True,False,False,False,False,False,False
2.9954604409857315,1.8619058887830997,False,False,False,False,False,False,False,True,False
-0.2509727626459144,0.4926709583052872,False,False,False,True,False,False,False,False,False
-0.44163424124513617,-3.083826312261178,False,False,True,False,False,False,False,False,False
