Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Entropy_of_Formation_JperMolH2perK,Material_Class_A2B,Material_Class_AB,Material_Class_AB2,Material_Class_AB5,Material_Class_MIC,Material_Class_Mg,Material_Class_SS
-0.6249999999999998,-0.22091310751104606,0.5242744966058139,False,False,False,True,False,False,False
-0.025000000000000022,0.014727540500735957,-0.10214029398164046,False,False,False,True,False,False,False
-0.3749999999999998,0.3858615611192929,-0.9798896353145867,False,False,False,False,False,False,True
-0.4999999999999999,0.02061855670103059,0.1883385957909199,False,False,False,True,False,False,False
-0.7499999999999998,-0.35640648011782056,0.22621144830684684,False,False,False,True,False,False,False
0.7500000000000001,0.5567010309278347,1.3458315175909135,False,False,True,False,False,False,False
0.5000000000000001,0.6980854197349039,1.7208327737660967,False,False,True,False,False,False,False
-1.1249999999999998,-0.09131075110456578,-1.7151477649212612,False,False,False,False,False,False,True
0.5000000000000001,-0.35640648011782056,-0.08869612787001606,False,False,False,True,False,False,False
-0.8374999999999999,-0.2326951399116349,0.8875983677858352,False,False,False,True,False,False,False
0.625,-0.47422680412371154,-0.23573540001406834,False,True,False,False,False,False,False
1.25,1.6524300441826212,1.0397505392560398,False,False,False,False,True,False,False
-0.9999999999999999,0.1384388807069216,0.7949455396094299,False,False,False,True,False,False,False
1.5000000000000002,2.1649484536082473,1.2859088509004835,False,False,False,False,False,True,False
-0.24999999999999994,-0.10898379970544968,-0.04230452224857,False,False,False,True,False,False,False
-0.12499999999999983,-0.3858615611192933,-0.13294049062418753,False,False,False,False,True,False,False
-0.8749999999999999,-0.1148748159057439,-0.6717903200696209,False,False,False,False,False,False,True
2.125,3.8203240058910155,3.110200945430559,False,False,False,False,False,True,False
0.625,-0.3622974963181152,-0.7186794417728827,False,False,False,False,True,False,False
0.5000000000000001,0.3446244477172309,-0.8462813111439382,False,False,True,False,False,False,False
0.625,-0.9690721649484539,-0.22753792809662407,False,False,True,False,False,False,False
-0.4999999999999999,-0.8335787923416792,-0.28885750453900594,False,False,True,False,False,False,False
-0.7499999999999998,-0.6332842415316646,-0.2369869137312063,False,False,False,False,False,False,True
0.0,-0.24447717231222418,-1.4546563166142736,False,False,True,False,False,False,False
-0.4999999999999999,-0.00883652430044216,1.1654770117569535,False,False,True,False,False,False,False
-1.2499999999999998,1.010309278350515,-1.7651155818059472,False,False,False,False,True,False,False
-0.9999999999999999,0.4624447717231219,1.4576545829916967,False,False,False,True,False,False,False
0.8750000000000002,-0.3622974963181152,0.1941442710326726,False,False,True,False,False,False,False
2.0,0.645066273932253,0.40915227304799184,False,False,False,False,False,False,True
0.2500000000000002,5.293078055964653,1.450797790591911,False,True,False,False,False,False,False
0.1250000000000001,0.15611192930780507,0.661675295302304,False,False,False,True,False,False,False
0.5000000000000001,-0.5390279823269517,-0.38889004993492315,False,False,True,False,False,False,False
-0.24999999999999994,-1.0927835051546393,-1.7577969581380386,False,False,True,False,False,False,False
4.25,2.347569955817378,1.41426417939134,False,False,False,False,False,True,False
-1.1249999999999998,-0.31516936671575874,-1.0640798629910748,False,False,False,False,False,False,True
-0.24999999999999994,-0.7746686303387337,-2.815028840247517,False,False,True,False,False,False,False
